station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
CYOD,2024-08-03 18:00,66.20,53.60,63.82,210.00,5.00,0.00,30.15,1021.60,15.00,M,OVC,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,66.20,CYOD 031800Z 21005KT 15SM OVC120 19/12 A3015 RMK AC8 DENSITY ALT 2580FT SLP216,M
CYOD,2024-08-03 19:00,68.00,51.80,56.13,200.00,4.00,0.00,30.13,1021.00,15.00,M,BKN,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,68.00,CYOD 031900Z 20004KT 15SM BKN100 20/11 A3013 RMK AC7 DENSITY ALT 2726FT SLP210,M
CYOD,2024-08-03 20:00,69.80,51.80,52.77,170.00,6.00,0.00,30.11,1020.30,15.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,69.80,CYOD 032000Z 17006KT 15SM OVC100 21/11 A3011 RMK AC8 DENSITY ALT 2899FT SLP203,M
CYOD,2024-08-03 21:00,71.60,51.80,49.64,120.00,3.00,0.00,30.11,1020.40,15.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,71.60,CYOD 032100Z 12003KT 15SM OVC100 22/11 A3011 RMK AC8 DENSITY ALT 2959FT SLP204,M
CYOD,2024-08-03 22:00,68.00,55.40,64.04,50.00,10.00,0.00,30.10,1020.20,15.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,68.00,CYOD 032200Z 05010KT 15SM OVC100 20/13 A3010 RMK AC8 DENSITY ALT 2826FT SLP202,M
CYOD,2024-08-03 23:00,68.00,55.40,64.04,40.00,9.00,0.00,30.10,1019.90,15.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,68.00,CYOD 032300Z 04009KT 15SM OVC100 20/13 A3010 RMK AC8 DENSITY ALT 2838FT SLP199,M
CYOD,2024-08-04 00:00,68.00,55.40,64.04,50.00,8.00,0.00,30.10,1020.00,15.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,68.00,CYOD 040000Z 05008KT 15SM OVC100 20/13 A3010 RMK AC8 DENSITY ALT 2748FT SLP200,M
CYOD,2024-08-04 01:00,66.20,53.60,63.82,80.00,6.00,0.00,30.08,1019.20,15.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,66.20,CYOD 040100Z 08006KT 15SM OVC100 19/12 A3008 RMK AC8 DENSITY ALT 2743FT SLP192,M
CYOD,2024-08-04 02:00,66.20,53.60,63.82,80.00,7.00,0.00,30.07,1018.80,15.00,M,BKN,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,66.20,CYOD 040200Z 08007KT 15SM BKN075 19/12 A3007 RMK AC7 DENSITY ALT 2693FT SLP188,M
CYOD,2024-08-04 03:00,64.40,55.40,72.56,70.00,7.00,0.00,30.06,1018.50,15.00,M,BKN,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,64.40,CYOD 040300Z 07007KT 15SM BKN080 18/13 A3006 RMK AC7 DENSITY ALT 2614FT SLP185,M
CYOD,2024-08-04 04:00,62.60,55.40,77.29,80.00,6.00,0.00,30.08,1019.00,15.00,M,BKN,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,62.60,CYOD 040400Z 08006KT 15SM BKN080 17/13 A3008 RMK AC7 DENSITY ALT 2452FT SLP190,M
CYOD,2024-08-04 05:00,60.80,53.60,77.14,50.00,5.00,0.00,30.09,1019.40,15.00,M,BKN,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,60.80,CYOD 040500Z 05005KT 15SM BKN070 16/12 A3009 RMK AC5 DENSITY ALT 2347FT SLP194,M
CYOD,2024-08-04 06:00,60.80,53.60,77.14,40.00,5.00,0.00,30.09,1019.40,15.00,M,SCT,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,60.80,CYOD 040600Z 04005KT 15SM SCT070 16/12 A3009 RMK AC4 DENSITY ALT 2300FT SLP194,M
CYOD,2024-08-04 07:00,59.00,55.40,87.83,50.00,7.00,0.00,30.09,1019.50,15.00,M,FEW,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,59.00,CYOD 040700Z 05007KT 15SM FEW070 15/13 A3009 RMK AC2 DENSITY ALT 2203FT SLP195,M
CYOD,2024-08-04 08:00,57.20,53.60,87.74,70.00,4.00,0.00,30.11,1019.90,15.00,M,FEW,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,57.20,CYOD 040800Z 07004KT 15SM FEW055 14/12 A3011 RMK SC2 DENSITY ALT 1970FT AURBO SLP199,M
CYOD,2024-08-04 09:00,55.40,50.00,81.99,70.00,6.00,0.00,30.11,1020.10,15.00,M,FEW,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,55.40,CYOD 040900Z 07006KT 15SM FEW050 13/10 A3011 RMK SC1 DENSITY ALT 1879FT AURBO SLP201,M
CYOD,2024-08-04 10:00,53.60,50.00,87.56,80.00,4.00,0.00,30.11,1020.10,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,CYOD 041000Z 08004KT 15SM SKC 12/10 A3011 RMK DENSITY ALT 1795FT AURBO SLP201,M
CYOD,2024-08-04 11:00,53.60,50.00,87.56,70.00,3.00,0.00,30.10,1019.90,15.00,M,FEW,M,M,M,19000.00,M,M,M,M,M,M,M,M,M,M,53.60,CYOD 041100Z 07003KT 15SM FEW190 12/10 A3010 RMK AC1 DENSITY ALT 1821FT AURBO SLP199,M
CYOD,2024-08-04 12:00,51.80,48.20,87.47,60.00,4.00,0.00,30.10,1020.10,15.00,M,FEW,SCT,M,M,7000.00,25000.00,M,M,MIFG,M,M,M,M,M,M,51.80,CYOD 041200Z 06004KT 15SM MIFG FEW070 SCT250 11/09 A3010 RMK ACC1CI3 DENSITY ALT 1650FT SLP201,M
CYOD,2024-08-04 13:00,57.20,51.80,82.12,50.00,6.00,0.00,30.11,1020.20,15.00,M,FEW,BKN,M,M,7000.00,25000.00,M,M,M,M,M,M,M,M,M,57.20,CYOD 041300Z 05006KT 15SM FEW070 BKN250 14/11 A3011 RMK AC1CI5 DENSITY ALT 2036FT SLP202,M
CYOD,2024-08-04 14:00,60.80,51.80,72.20,120.00,5.00,0.00,30.13,1020.80,15.00,M,FEW,SCT,M,M,7000.00,25000.00,M,M,M,M,M,M,M,M,M,60.80,CYOD 041400Z 12005KT 15SM FEW070 SCT250 16/11 A3013 RMK AC1CI3 DENSITY ALT 2289FT SLP208,M
CYOD,2024-08-04 15:00,64.40,51.80,63.60,90.00,7.00,0.00,30.14,1020.90,15.00,M,FEW,FEW,M,M,7000.00,25000.00,M,M,M,M,M,M,M,M,M,64.40,CYOD 041500Z 09007KT 15SM FEW070 FEW250 18/11 A3014 RMK AC1CI1 DENSITY ALT 2465FT SLP209,M
CYOD,2024-08-04 16:00,66.20,51.80,59.74,80.00,10.00,0.00,30.14,1020.90,15.00,M,FEW,FEW,M,M,7000.00,20000.00,M,M,M,M,M,M,M,M,M,66.20,CYOD 041600Z 08010KT 15SM FEW070 FEW200 19/11 A3014 RMK AC1CI1 DENSITY ALT 2649FT SLP209,M
CYOD,2024-08-04 17:00,68.00,51.80,56.13,110.00,10.00,0.00,30.14,1020.90,15.00,M,SCT,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,68.00,CYOD 041700Z 11010KT 15SM SCT200 20/11 A3014 RMK CI4 DENSITY ALT 2751FT SLP209,M
CYOD,2024-08-04 18:00,71.60,53.60,53.03,100.00,11.00,0.00,30.14,1020.90,15.00,M,BKN,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,71.60,CYOD 041800Z 10011KT 15SM BKN200 22/12 A3014 RMK CI6 DENSITY ALT 3017FT SLP209,M
CYOD,2024-08-04 19:00,71.60,51.80,49.64,100.00,10.00,0.00,30.14,1021.00,15.00,M,BKN,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,71.60,CYOD 041900Z 10010KT 15SM BKN200 22/11 A3014 RMK CI6 DENSITY ALT 2970FT SLP210,M
CYOD,2024-08-04 20:00,71.60,51.80,49.64,80.00,9.00,0.00,30.14,1021.10,15.00,M,FEW,BKN,M,M,5000.00,20000.00,M,M,M,M,M,M,M,M,M,71.60,CYOD 042000Z 08009KT 15SM FEW050 BKN200 22/11 A3014 RMK CF1CI5 DENSITY ALT 2937FT CF TR SLP211,M
CYOD,2024-08-04 21:00,73.40,46.40,38.18,80.00,13.00,0.00,30.13,1020.70,15.00,M,FEW,SCT,M,M,5000.00,20000.00,M,M,M,M,M,M,M,M,M,73.40,CYOD 042100Z 08013KT 15SM FEW050 SCT200 23/08 A3013 RMK CF1CI3 DENSITY ALT 3121FT CF TR SLP207,M
CYOD,2024-08-04 22:00,75.20,48.20,38.46,80.00,6.00,0.00,30.13,1020.70,15.00,M,FEW,SCT,M,M,5000.00,20000.00,M,M,M,M,M,M,M,M,M,75.20,CYOD 042200Z 08006KT 15SM FEW050 SCT200 24/09 A3013 RMK CF1CI3 DENSITY ALT 3164FT CF TR SLP207,M
CYOD,2024-08-04 23:00,73.40,50.00,43.69,70.00,9.00,0.00,30.12,1020.40,15.00,M,FEW,SCT,M,M,5000.00,18000.00,M,M,M,M,M,M,M,M,M,73.40,CYOD 042300Z 07009KT 15SM FEW050 SCT180 23/10 A3012 RMK CF1AC4 DENSITY ALT 3116FT CF TR SLP204,M
CYOD,2024-08-04 23:20,73.40,50.00,43.69,100.00,10.00,0.00,30.13,1020.70,15.00,M,FEW,BKN,M,M,6000.00,16000.00,M,M,M,M,M,M,M,M,M,73.40,CYOD 042320Z 10010KT 15SM FEW060 BKN160 23/10 A3013 RMK CF1AC6 DENSITY ALT 3046FT CF TR SLP207,M
CYOD,2024-08-05 00:00,71.60,50.00,46.43,80.00,6.00,0.00,30.14,1021.10,15.00,M,FEW,BKN,M,M,7000.00,16000.00,M,M,M,M,M,M,M,M,M,71.60,CYOD 050000Z 08006KT 15SM FEW070 BKN160 22/10 A3014 RMK AC1AC6 DENSITY ALT 2976FT SLP211,M
CYOD,2024-08-05 01:00,71.60,51.80,49.64,50.00,7.00,0.00,30.13,1020.80,15.00,M,BKN,BKN,M,M,16000.00,25000.00,M,M,M,M,M,M,M,M,M,71.60,CYOD 050100Z 05007KT 15SM BKN160 BKN250 22/11 A3013 RMK AC5CI2 DENSITY ALT 2926FT SLP208,M
CYOD,2024-08-05 02:00,69.80,51.80,52.77,80.00,8.00,0.00,30.11,1020.00,12.00,M,FEW,BKN,BKN,M,7000.00,16000.00,25000.00,M,M,M,M,M,M,M,M,69.80,CYOD 050200Z 08008KT 12SM FEW070 BKN160 BKN250 21/11 A3011 RMK AC1AC5CI1 DENSITY ALT 2887FT SLP200,M
CYOD,2024-08-05 03:00,66.20,51.80,59.74,80.00,7.00,0.00,30.14,1020.80,12.00,M,SCT,BKN,M,M,16000.00,25000.00,M,M,M,M,M,M,M,M,M,66.20,CYOD 050300Z 08007KT 12SM SCT160 BKN250 19/11 A3014 RMK AC4CI3 DENSITY ALT 2648FT FU SLP208,M
CYOD,2024-08-05 04:00,64.40,51.80,63.60,90.00,7.00,0.00,30.13,1020.60,12.00,M,BKN,M,M,M,15000.00,M,M,M,M,M,M,M,M,M,M,64.40,CYOD 050400Z 09007KT 12SM BKN150 18/11 A3013 RMK AC7 DENSITY ALT 2511FT FU SLP206,M
CYOD,2024-08-05 05:00,64.40,51.80,63.60,90.00,9.00,0.00,30.14,1020.70,15.00,M,OVC,M,M,M,15000.00,M,M,M,M,M,M,M,M,M,M,64.40,CYOD 050500Z 09009KT 15SM OVC150 18/11 A3014 RMK AC8 DENSITY ALT 2535FT SLP207,M
CYOD,2024-08-05 06:00,64.40,51.80,63.60,90.00,9.00,0.00,30.15,1021.10,10.00,M,SCT,OVC,M,M,6000.00,16000.00,M,M,M,M,M,M,M,M,M,64.40,CYOD 050600Z 09009KT 10SM SCT060 OVC160 18/11 A3015 RMK SC4AC4 DENSITY ALT 2459FT FU SLP211,M
CYOD,2024-08-05 07:00,64.40,51.80,63.60,90.00,9.00,0.00,30.14,1020.90,10.00,M,OVC,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,64.40,CYOD 050700Z 09009KT 10SM OVC070 18/11 A3014 RMK AC8 DENSITY ALT 2431FT FU SLP209,M
CYOD,2024-08-05 08:00,62.60,51.80,67.75,90.00,7.00,0.00,30.14,1020.90,15.00,M,SCT,OVC,M,M,7000.00,12000.00,M,M,M,M,M,M,M,M,M,62.60,CYOD 050800Z 09007KT 15SM SCT070 OVC120 17/11 A3014 RMK AC4AC4 DENSITY ALT 2348FT FU SLP209,M
CYOD,2024-08-05 09:00,62.60,51.80,67.75,90.00,8.00,0.00,30.15,1021.00,10.00,M,OVC,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,62.60,CYOD 050900Z 09008KT 10SM OVC080 17/11 A3015 RMK AC8 DENSITY ALT 2303FT FU SLP210,M
CYOD,2024-08-05 10:00,60.80,51.80,72.20,80.00,6.00,0.00,30.15,1021.00,10.00,M,OVC,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,60.80,CYOD 051000Z 08006KT 10SM OVC080 16/11 A3015 RMK AC8 DENSITY ALT 2243FT FU SLP210,M
CYOD,2024-08-05 11:00,60.80,51.80,72.20,100.00,5.00,0.00,30.15,1021.00,15.00,M,FEW,OVC,M,M,5000.00,12000.00,M,M,M,M,M,M,M,M,M,60.80,CYOD 051100Z 10005KT 15SM FEW050 OVC120 16/11 A3015 RMK SC2AC6 DENSITY ALT 2219FT SLP210,M
CYOD,2024-08-05 12:00,59.00,51.80,76.98,120.00,9.00,0.00,30.15,1021.10,15.00,M,BKN,OVC,M,M,5000.00,12000.00,M,M,M,M,M,M,M,M,M,59.00,CYOD 051200Z 12009KT 15SM BKN050 OVC120 15/11 A3015 RMK SC5AC3 DENSITY ALT 2144FT SLP211,M
CYOD,2024-08-05 12:16,59.00,53.60,82.25,120.00,10.00,0.00,30.15,1021.30,8.00,M,BKN,OVC,M,M,5000.00,12000.00,M,M,-SHRA,M,M,M,M,M,M,59.00,CYOD 051216Z CCA 12010KT 8SM -SHRA BKN050 OVC120 15/12 A3015 RMK SC5AC3 DENSITY ALT 2124FT FU SLP213,M
CYOD,2024-08-05 13:00,57.20,55.40,93.69,120.00,7.00,0.00,30.16,1021.80,7.00,M,SCT,OVC,M,M,2500.00,4000.00,M,M,-SHRA,M,M,M,M,M,M,57.20,CYOD 051300Z CCA 12007KT 7SM -SHRA SCT025 OVC040 14/13 A3016 RMK SC3SC5 DENSITY ALT 2028FT OCNL DIST LTNG NE FU SLP218,M
CYOD,2024-08-05 14:00,57.20,55.40,93.69,90.00,5.00,0.00,30.16,1021.80,8.00,M,FEW,OVC,M,M,2500.00,4500.00,M,M,-SHRA,M,M,M,M,M,M,57.20,CYOD 051400Z 09005KT 8SM -SHRA FEW025 OVC045 14/13 A3016 RMK CF1SC7 DENSITY ALT 2033FT SLP218,M
CYOD,2024-08-05 15:00,59.00,57.20,93.74,60.00,7.00,0.00,30.16,1022.00,8.00,M,FEW,OVC,M,M,4500.00,6000.00,M,M,-SHRA,M,M,M,M,M,M,59.00,CYOD 051500Z 06007KT 8SM -SHRA FEW045 OVC060 15/14 A3016 RMK SC2SC6 DENSITY ALT 2117FT SLP220,M
CYOD,2024-08-05 16:00,60.80,57.20,87.92,70.00,7.00,0.00,30.17,1022.20,8.00,M,FEW,BKN,OVC,M,3000.00,6000.00,8000.00,M,-SHRA,M,M,M,M,M,M,60.80,CYOD 051600Z 07007KT 8SM -SHRA FEW030 BKN060 OVC080 16/14 A3017 RMK SC2SC3AC3 DENSITY ALT 2221FT SLP222,M
CYOD,2024-08-05 17:00,60.80,59.00,93.79,70.00,7.00,0.00,30.18,1022.40,8.00,M,FEW,OVC,M,M,3500.00,7500.00,M,M,-SHRA,M,M,M,M,M,M,60.80,CYOD 051700Z 07007KT 8SM -SHRA FEW035 OVC075 16/15 A3018 RMK SC2AC6 DENSITY ALT 2243FT SLP224,M
CYOD,2024-08-05 18:00,60.80,59.00,93.79,50.00,10.00,0.00,30.18,1022.50,10.00,M,FEW,BKN,OVC,M,1000.00,5500.00,7500.00,M,-SHRA,M,M,M,M,M,M,60.80,CYOD 051800Z 05010KT 10SM -SHRA FEW010 BKN055 OVC075 16/15 A3018 RMK CF1SC6AC2 DENSITY ALT 2204FT SLP225,M
CYOD,2024-08-05 19:00,60.80,59.00,93.79,40.00,9.00,0.00,30.17,1022.10,10.00,M,FEW,SCT,OVC,M,1000.00,6000.00,8000.00,M,-SHRA,M,M,M,M,M,M,60.80,CYOD 051900Z 04009KT 10SM -SHRA FEW010 SCT060 OVC080 16/15 A3017 RMK CF1SC2AC5 DENSITY ALT 2253FT SLP221,M
CYOD,2024-08-05 19:18,60.80,59.00,93.79,40.00,10.00,0.00,30.17,1022.20,8.00,M,FEW,FEW,OVC,M,1000.00,6000.00,8500.00,M,M,M,M,M,M,M,M,60.80,CYOD 051918Z 04010KT 8SM FEW010 FEW060 OVC085 16/15 A3017 RMK CF1SC1AC6 DENSITY ALT 2264FT SLP222,M
CYOD,2024-08-05 19:42,60.80,59.00,93.79,40.00,9.00,0.00,30.18,1022.50,8.00,M,FEW,FEW,OVC,M,1000.00,5000.00,8500.00,M,-RA,M,M,M,M,M,M,60.80,CYOD 051942Z 04009KT 8SM -RA FEW010 FEW050 OVC085 16/15 A3018 RMK CF1SC2AC6 DENSITY ALT 2277FT SLP225,M
CYOD,2024-08-05 20:00,60.80,59.00,93.79,40.00,11.00,0.00,30.18,1022.50,7.00,M,FEW,BKN,OVC,M,1000.00,4000.00,8500.00,M,-RA,M,M,M,M,M,M,60.80,CYOD 052000Z 04011KT 7SM -RA FEW010 BKN040 OVC085 16/15 A3018 RMK CF2SC3AC3 DENSITY ALT 2282FT FU SLP225,M
CYOD,2024-08-05 20:26,60.80,59.00,93.79,50.00,9.00,0.00,30.18,1022.60,5.00,M,FEW,BKN,OVC,M,1000.00,3000.00,8000.00,M,-RA FU,M,M,M,M,M,M,60.80,CYOD 052026Z 05009KT 5SM -RA FU FEW010 BKN030 OVC080 16/15 A3018 RMK CF1SC5AC2 DENSITY ALT 2271FT SLP226,M
CYOD,2024-08-05 21:00,60.80,59.00,93.79,40.00,10.00,0.00,30.18,1022.50,5.00,M,FEW,BKN,OVC,M,1000.00,3000.00,5000.00,M,-RA FU,M,M,M,M,M,M,60.80,CYOD 052100Z 04010KT 5SM -RA FU FEW010 BKN030 OVC050 16/15 A3018 RMK CF1SC5SC2 DENSITY ALT 2297FT SLP225,M
CYOD,2024-08-05 21:30,60.80,59.00,93.79,60.00,9.00,0.00,30.18,1022.50,6.00,M,SCT,OVC,M,M,1000.00,2300.00,M,M,-RA FU,M,M,M,M,M,M,60.80,CYOD 052130Z 06009KT 6SM -RA FU SCT010 OVC023 16/15 A3018 RMK CF3SC5 DENSITY ALT 2300FT SLP225,M
CYOD,2024-08-05 22:00,60.80,57.20,87.92,110.00,9.00,0.00,30.18,1022.60,6.00,M,FEW,BKN,BKN,OVC,1000.00,2600.00,4000.00,8500.00,-RA FU,M,M,M,M,M,M,60.80,CYOD 052200Z 11009KT 6SM -RA FU FEW010 BKN026 BKN040 OVC085 16/14 A3018 RMK CF2SC3SC1AC2 DENSITY ALT 2188FT SLP226,M
CYOD,2024-08-05 22:31,59.00,55.40,87.83,100.00,10.00,0.00,30.18,1022.70,4.00,M,FEW,SCT,BKN,OVC,3000.00,4500.00,7000.00,8500.00,-RA FU,M,M,M,M,M,M,59.00,CYOD 052231Z 10010KT 4SM -RA FU FEW030 SCT045 BKN070 OVC085 15/13 A3018 RMK SC2SC2AC2AC2 DENSITY ALT 2076FT SLP227,M
CYOD,2024-08-05 23:00,57.20,53.60,87.74,100.00,10.00,0.00,30.18,1022.80,2.00,M,FEW,SCT,BKN,OVC,3000.00,4500.00,6500.00,8000.00,-RA FU,M,M,M,M,M,M,57.20,CYOD 052300Z 10010KT 2SM -RA FU FEW030 SCT045 BKN065 OVC080 14/12 A3018 RMK SC1SC2SC4AC1 DENSITY ALT 1967FT SLP228,M
CYOD,2024-08-06 00:00,57.20,53.60,87.74,70.00,7.00,0.00,30.17,1022.70,4.00,M,OVC,M,M,M,6500.00,M,M,M,-RA FU,M,M,M,M,M,M,57.20,CYOD 060000Z 07007KT 4SM -RA FU OVC065 14/12 A3017 RMK SC8 DENSITY ALT 1943FT PCPN VRY LGT SLP227,M
CYOD,2024-08-06 00:15,57.20,53.60,87.74,80.00,8.00,0.00,30.17,1022.50,4.00,M,BKN,OVC,M,M,6500.00,7500.00,M,M,FU,M,M,M,M,M,M,57.20,CYOD 060015Z 08008KT 4SM FU BKN065 OVC075 14/12 A3017 RMK SC6AC2 DENSITY ALT 1996FT SLP225,M
CYOD,2024-08-06 01:00,59.00,53.60,82.25,70.00,8.00,0.00,30.17,1022.60,4.00,M,OVC,M,M,M,7500.00,M,M,M,FU,M,M,M,M,M,M,59.00,CYOD 060100Z 07008KT 4SM FU OVC075 15/12 A3017 RMK AC8 DENSITY ALT 2058FT SLP226,M
CYOD,2024-08-06 02:00,59.00,53.60,82.25,70.00,9.00,0.00,30.16,1022.20,5.00,M,BKN,M,M,M,7500.00,M,M,M,FU,M,M,M,M,M,M,59.00,CYOD 060200Z 07009KT 5SM FU BKN075 15/12 A3016 RMK AC7 DENSITY ALT 2057FT SLP222,M
CYOD,2024-08-06 03:00,57.20,53.60,87.74,40.00,8.00,0.00,30.16,1022.20,5.00,M,BKN,BKN,M,M,6000.00,12000.00,M,M,FU,M,M,M,M,M,M,57.20,CYOD 060300Z 04008KT 5SM FU BKN060 BKN120 14/12 A3016 RMK SC5AC2 DENSITY ALT 2019FT SLP222,M
CYOD,2024-08-06 04:00,57.20,53.60,87.74,50.00,6.00,0.00,30.17,1022.50,6.00,M,OVC,M,M,M,7000.00,M,M,M,FU,M,M,M,M,M,M,57.20,CYOD 060400Z 05006KT 6SM FU OVC070 14/12 A3017 RMK AC8 DENSITY ALT 2004FT SLP225,M
CYOD,2024-08-06 05:00,57.20,53.60,87.74,60.00,8.00,0.00,30.17,1022.40,6.00,M,OVC,M,M,M,7000.00,M,M,M,FU,M,M,M,M,M,M,57.20,CYOD 060500Z 06008KT 6SM FU OVC070 14/12 A3017 RMK AC8 DENSITY ALT 1968FT SLP224,M
CYOD,2024-08-06 06:00,55.40,53.60,93.65,50.00,5.00,0.00,30.16,1022.40,6.00,M,FEW,BKN,M,M,3500.00,11000.00,M,M,FU,M,M,M,M,M,M,55.40,CYOD 060600Z 05005KT 6SM FU FEW035 BKN110 13/12 A3016 RMK SC1AC6 DENSITY ALT 1854FT SLP224,M
CYOD,2024-08-06 07:00,55.40,53.60,93.65,40.00,5.00,0.00,30.16,1022.30,6.00,M,OVC,M,M,M,11000.00,M,M,M,FU,M,M,M,M,M,M,55.40,CYOD 060700Z 04005KT 6SM FU OVC110 13/12 A3016 RMK AC8 DENSITY ALT 1854FT SLP223,M
CYOD,2024-08-06 08:00,55.40,53.60,93.65,40.00,6.00,0.00,30.16,1022.10,6.00,M,OVC,M,M,M,11000.00,M,M,M,FU,M,M,M,M,M,M,55.40,CYOD 060800Z 04006KT 6SM FU OVC110 13/12 A3016 RMK AC8 DENSITY ALT 1841FT SLP221,M
CYOD,2024-08-06 09:00,53.60,51.80,93.60,350.00,6.00,0.00,30.16,1022.40,10.00,M,BKN,OVC,M,M,11000.00,25000.00,M,M,M,M,M,M,M,M,M,53.60,CYOD 060900Z 35006KT 10SM BKN110 OVC250 12/11 A3016 RMK AC5CI3 DENSITY ALT 1665FT FU SLP224,M
CYOD,2024-08-06 10:00,51.80,50.00,93.55,330.00,3.00,0.00,30.15,1022.10,10.00,M,FEW,OVC,M,M,11000.00,25000.00,M,M,M,M,M,M,M,M,M,51.80,CYOD 061000Z CCA 33003KT 10SM FEW110 OVC250 11/10 A3015 RMK AC2CI6 DENSITY ALT 1554FT FU SLP221,M
CYOD,2024-08-06 11:00,51.80,50.00,93.55,10.00,4.00,0.00,30.16,1022.40,10.00,M,BKN,M,M,M,25000.00,M,M,M,MIFG,M,M,M,M,M,M,51.80,CYOD 061100Z 01004KT 10SM MIFG BKN250 11/10 A3016 RMK CI6 DENSITY ALT 1543FT FU SLP224,M
CYOD,2024-08-06 12:00,51.80,51.80,100.00,340.00,5.00,0.00,30.16,1022.50,5.00,M,FEW,BKN,M,M,1000.00,25000.00,M,M,MIFG FU,M,M,M,M,M,M,51.80,CYOD 061200Z 34005KT 5SM MIFG FU FEW010 BKN250 11/11 A3016 RMK SC2CI4 DENSITY ALT 1596FT SLP225,M
CYOD,2024-08-06 12:22,53.60,51.80,93.60,350.00,5.00,0.00,30.16,1022.60,5.00,M,BKN,BKN,M,M,800.00,25000.00,M,M,MIFG FU,M,M,M,M,M,M,53.60,CYOD 061222Z 35005KT 5SM MIFG FU BKN008 BKN250 12/11 A3016 RMK SC5CI2 DENSITY ALT 1660FT SLP226,M
CYOD,2024-08-06 13:00,53.60,53.60,100.00,340.00,4.00,0.00,30.17,1022.60,5.00,M,FEW,SCT,BKN,M,800.00,8000.00,25000.00,M,BR FU,M,M,M,M,M,M,53.60,CYOD 061300Z 34004KT 5SM BR FU FEW008 SCT080 BKN250 12/12 A3017 RMK SC2AC1CI3 DENSITY ALT 1762FT SLP226,M
CYOD,2024-08-06 13:28,55.40,53.60,93.65,360.00,6.00,0.00,30.17,1022.50,7.00,M,FEW,SCT,BKN,M,1000.00,8000.00,21000.00,M,M,M,M,M,M,M,M,55.40,CYOD 061328Z 36006KT 7SM FEW010 SCT080 BKN210 13/12 A3017 RMK SC2AC1CI4 DENSITY ALT 1871FT FU SLP225,M
CYOD,2024-08-06 14:00,57.20,53.60,87.74,360.00,6.00,0.00,30.17,1022.60,8.00,M,FEW,SCT,BKN,M,1000.00,8000.00,21000.00,M,M,M,M,M,M,M,M,57.20,CYOD 061400Z 36006KT 8SM FEW010 SCT080 BKN210 14/12 A3017 RMK CF2AC1CI4 DENSITY ALT 1920FT FU SLP226,M
CYOD,2024-08-06 15:00,59.00,53.60,82.25,10.00,6.00,0.00,30.17,1022.60,8.00,M,FEW,FEW,BKN,M,1000.00,5000.00,21000.00,M,M,M,M,M,M,M,M,59.00,CYOD 061500Z 01006KT 8SM FEW010 FEW050 BKN210 15/12 A3017 RMK CF1SC1CI4 DENSITY ALT 2041FT FU SLP226,M
CYOD,2024-08-06 16:00,60.80,51.80,72.20,350.00,7.00,0.00,30.17,1022.40,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,60.80,CYOD 061600Z 35007KT 10SM BKN250 16/11 A3017 RMK CI6 DENSITY ALT 2200FT SLP224,M
CYOD,2024-08-06 17:00,64.40,51.80,63.60,40.00,6.00,0.00,30.16,1022.10,10.00,M,FEW,SCT,BKN,M,5000.00,14000.00,23000.00,M,M,M,M,M,M,M,M,64.40,CYOD 061700Z 04006KT 10SM FEW050 SCT140 BKN230 18/11 A3016 RMK SC1AC2CI4 DENSITY ALT 2461FT SLP221,M
CYOD,2024-08-06 18:00,66.20,50.00,55.88,10.00,7.00,0.00,30.16,1022.00,12.00,M,FEW,SCT,BKN,M,13000.00,21000.00,25000.00,M,M,M,M,M,M,M,M,66.20,CYOD 061800Z 01007KT 12SM FEW130 SCT210 BKN250 19/10 A3016 RMK AC1CI3CI2 DENSITY ALT 2573FT SLP220,M
